NoticeId,Title,Sol#,Department/Ind.Agency,CGAC,Sub-Tier,FPDS Code,Office,AAC Code,PostedDate,Type,BaseType,ArchiveType,SetASideCode,SetASide,ResponseDeadLine,NaicsCode,ClassificationCode,Active,Link,Description,ai_summary_description
477ae37d692d4f71abe8aa1c65652b49,DevX Autonomy,W911NF26S0040,DEPT OF DEFENSE,21.0,DEPT OF THE ARMY,2100,W6QK ACC-APG DURHAM,W911NF,2025-12-23 11:11:33.387-05,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,autocustom,,,2026-07-31T17:00:00-04:00,541715.0,AJ12,Yes,https://sam.gov/workspace/contract/opp/477ae37d692d4f71abe8aa1c65652b49/view,"Transformation and Training Command (T2COM) and Army Applications Laboratory (AAL) are initiating this long-term, open call solicitation for technology solutions to advance research, development, testing, procurement, and sustainment of autonomy and unmanned systems-related hardware and software solutions. This announcement is being solicited in accordance with DFARS 212.70 and DFARS 235.016. Specifically, AAL seeks to obtain solutions or potential capabilities that fulfill requirements, close capability gaps, or otherwise advance the state of the art in autonomy and unmanned systems. This initiative, entitled “DevX Autonomy,” will solicit, collect, assess, and curate Autonomous Unmanned System (AUS) solutions and make those solutions available through rapid acquisition pathways."," Transformation and Training Command (T2COM) and Army Applications Laboratory (AAL) are initiating this long-term, open call solicitation for technology solutions . DevX Autonomy initiative will solicit, collect, assess, and curate Autonomous Unmanned System (AUS) solutions"
ca43ca411909480292f54f55496609a0,NEEDIPEDIA - COMMERCIAL SOLUTIONS OPENING - CSO,HHM402-23-SC-0002,DEPT OF DEFENSE,97.0,DEFENSE INTELLIGENCE AGENCY (DIA),97DL,VIRGINIA CONTRACTING ACTIVITY,HHM402,2025-12-22 14:15:05.333-05,Solicitation,Solicitation,auto15,,,2028-12-26T12:59:00-05:00,541715.0,AC33,Yes,https://sam.gov/workspace/contract/opp/ca43ca411909480292f54f55496609a0/view,"NEEDIPEDIA - COMMERCIAL SOLUTIONS OPENING - CSO - HHM402-23-SC-0002: Designates an interest in the full range and full scope of possible innovative ideas from all interested and qualified sources, to include participation by, and potentially with both traditional and non-traditional members (e.g. large businesses, small businesses, independent consultants, academic institutions, consortium participants, other) that may assist the agency in maximizing operating efficiency and effectiveness in operations, or otherwise provide preeminent technological and/or innovation capability that most capably allows the agency to support its mandated national and international mission requirements. This is a follow-on solicitation to HHM402-19-SC-0002 UPDATE 23APR2024 - NEEDIPEDIA WHITE PAPER COVER SHEET UPDATE1_CSO - DELETED UPDATE 26APR2024 - NEEDIPEDIA WHITE PAPER COVER SHEET UPDATE2_CSO - ATTACHED", NEEDIPEDIA - COMMERCIAL SOLUTIONS OPENING - CSO - HHM402-23-SC-0002: Designates an interest in the full range and full scope of possible innovative ideas from all interested and qualified sources . This is a follow-on solicitation to
4180ee1405cc4aadbd14f5830c55e900,NEEDIPEDIA BROAD AGENCY ANNOUNCEMENT - BAA,HHM402-23-S-0001,DEPT OF DEFENSE,97.0,DEFENSE INTELLIGENCE AGENCY (DIA),97DL,VIRGINIA CONTRACTING ACTIVITY,HHM402,2025-12-22 14:13:32.724-05,Solicitation,Solicitation,auto15,,,2028-12-26T12:59:00-05:00,54171.0,AC14,Yes,https://sam.gov/workspace/contract/opp/4180ee1405cc4aadbd14f5830c55e900/view,"NEEDIPEDIA BROAD AGENCY ANOUNCEMENT - BAA - HHM402-23-S-0001: Designates an interest in the full range and full scope of possible innovative ideas from all interested and qualified sources, to include participation by, and potentially with both traditional and non-traditional members (e.g. large businesses, small businesses, independent consultants, academic institutions, consortium participants, other) that may assist the agency in maximizing operating efficiency and effectiveness in operations, or otherwise provide preeminent technological and/or innovation capability that most capably allows the agency to support its mandated national and international mission requirements. This is a follow-on solicitation to HHM402-19-S-0001 UPDATE 23APR2024 - NEEDIPEDIA WHITE PAPER COVER SHEET UPDATE1_BAA - DELETED UPDATE 26APR2024 - NEEDIPEDIA WHITE PAPER COVER SHEET UPDATE2_BAA - ATTACHED", NEEDIPEDIA BROAD AGENCY ANOUNCEMENT - BAA - HHM402-23-S-0001: Designates an interest in the full range and full scope of possible innovative ideas from all interested and qualified sources . This is a follow-on solicitation to H
330a7d73f8e44c2ca588697555e48829,Generative Optogenetics (GO),DARPA-PS-26-10,DEPT OF DEFENSE,97.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),97AE,DEF ADVANCED RESEARCH PROJECTS AGCY,HR0011,2025-12-19 17:07:57.628-05,Solicitation,Solicitation,autocustom,,,2026-02-26T16:00:00,541714.0,AC12,Yes,https://sam.gov/workspace/contract/opp/330a7d73f8e44c2ca588697555e48829/view,"The Defense Advanced Research Projects Agency (DARPA) is soliciting innovative concepts to design a protein complex that can be expressed in vivo (i.e., in a living cell) and responds to optical signals to synthesize a corresponding DNA or RNA sequence. This technology should enable massless transfer of genetic information to cells expressing the protein complex via a template-free mechanism that incorporates nucleotide bases in response to specific optical signals (e.g., different wavelengths of light). The GO program is focused on two main Research Objectives (ROs): (1) achieving the core capability of synthesizing DNA/RNA directly in living cells using optical signals, and (2) developing error mitigation methods that ensure high-fidelity nucleic acid synthesis. The acquisition process for GO will proceed through a two-stage process, starting with (1) written abstracts which will inform invitations to brief (2) an Oral Proposal Package (OPP) at DARPA."," DARPA is soliciting innovative concepts to design a protein complex that can be expressed in vivo (i.e., in a living cell) and responds to optical signals to synthesize a corresponding DNA or RNA sequence . This technology should enable massless transfer of genetic information to cells expressing the"
2049cd7922fb45649e243494e2d263e1,Air Dominance Broad Agency Announcement (BAA),FA8651-25-S-0001,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8651  AFRL RWK,FA8651,2025-12-19 14:42:12.983-05,Combined Synopsis/Solicitation,Combined Synopsis/Solicitation,autocustom,,,2029-10-30T00:59:00-05:00,541715.0,AC11,Yes,https://sam.gov/workspace/contract/opp/2049cd7922fb45649e243494e2d263e1/view,"This Broad Agency Announcement (BAA) is for the Air Force Research Laboratory Munitions directorate (AFRL/RW) in support of Air Dominance Technology to fulfill Air Dominance R&D requirements in 13 munitions related research areas of interest . Operations Security (OPSEC): General OPSEC procedures, policies and awareness will be required in an effort to reduce program vulnerability from successful adversary collection and exploitation of critical information. OPSEC will be applied throught the lifecycle of any potential contract. ITAR: International traffic in Arms Regulations and Public Law 98-94 (export control) will apply. Technical Areas Research Area 1 – Modeling, Simulation, & Analysis (MS&A) Research Area 2 – Innovative Aircraft Integration Technologies Research Area 3 – Find Fix Target Track (F2T2) & Datalink Technologies Research Area 4 – Engagement Management System Technologies Research Area 5 – High Velocity Fuzing Research Area 6 – Missile Electronics Research Area 7 – Missile Guidance and Control Technologies Research Area 8 – Advanced Warhead Technologies Research Area 9 – Advanced Missile Propulsion Technologies Research Area 10 – Control Actuation Systems Research Area 11 – Missile Carriage and Release Technologies Research Area 12 – Missile Test and Evaluation Technologies Research Area 13 – Artificial Intelligence / Autonomy"," This Broad Agency Announcement (BAA) is for the Air Force Research Laboratory Munitions directorate (AFRL/RW) in support of Air Dominance Technology . OPSEC procedures, policies and awareness will be required in an effort to reduce program vulnerability from successful adversary collection and exploitation"
5abc1a0ed8ab4c5e8f6aa62aa745d210,Strategic Technology Office-wide Innovation Solutions Opening Announcement,DARPA-PS-26-09,DEPT OF DEFENSE,97.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),97AE,DEF ADVANCED RESEARCH PROJECTS AGCY,HR0011,2025-12-19 14:11:46.574-05,Solicitation,Solicitation,autocustom,,,2026-12-18T23:59:00,541715.0,AC13,Yes,https://sam.gov/workspace/contract/opp/5abc1a0ed8ab4c5e8f6aa62aa745d210/view,"The Defense Advanced Research Projects Agency (DARPA) anticipates funding a limited number of proposals under this solicitation. Specifically excluded is research that primarily results in evolutionary improvements to the existing state of practice. Proposed research should investigate innovative approaches that enable revolutionary advances in science, devices, or systems. The Strategic Technology Office (STO) at DARPA regularly publishes solicitations requesting responses to specific program topics. This announcement seeks revolutionary research ideas for topics not addressed by ongoing STO programs or other published DARPA solicitations. To avoid proposals that duplicate existing activities or are responsive to other published STO solicitations, potential proposers are highly encouraged to review current STO programs and solicitations, respectively listed at http://www.darpa.mil/about-us/offices/sto and http://www.darpa.mil/work-with-us/opportunities. Contacting STO program managers to discuss their research interests is also encouraged. A current list of program managers is available at http://www.darpa.mil/about-us/people. This Innovation Solutions Opening solicits under the procurement authorities of 10 U.S. Code § 4001, 10 U.S.C. § 4021, 10 U.S.C. § 4022, and 10 U.S.C. § 4023, that allow procurement activities authority to enter into agreements with industry, academia, and other organizations to fund research and development through cooperative agreements, Other Transaction Agreements (OTAs) for research, OTAs for prototypes, and procurement for experimental purposes. Proposals received as a result of this Innovation Solutions Opening will be evaluated by the Government in accordance with the evaluation criteria specified herein through a scientific review process. DARPA solicitations are posted on the SAM website under the Contract Opportunities link at https://sam.gov/. The following information is for those wishing to respond to the Innovation Solutions Opening. 1.1. STO MISSION AND THRUST AREAS DARPA's STO is a systems warfare office that seeks innovative and disruptive technologies for existing and future battlespaces. STO programs deliver solutions at speed and scale for today's warfighters while developing the resilient ""breakthrough"" systems and technologies across all physical domains (Air, Space, Sea, and Land) and across the spectrum of competition. STO does not focus on one area of responsibility or phenomenology. Instead, STO programs capture the strategic, logistical, and tactical complexity of today's national security environments. STO seeks to create new ""proof-of-concept"" mission systems. 1.2. TOPIC AREAS OF INTEREST Research areas of current interest to STO include, but are not limited to, the following topics: • Acoustic communication and sensing • Adaptability • Advanced computing • Additive manufacturing • Architecture and advanced systems engineering • Artificial intelligence • Autonomy and control algorithms • Combat identification • Command and control (C2) • Communications and networking, virtual and adaptive • Complexity management • Critical infrastructure defense • Decision aids and C2 technology • DevOps and novel software development and integration • Directed energy (DE) • Distributed autonomy and teaming (machine-machine, human-machine) • Economic security • Effects chain functions (disaggregated find, fix, track, target, engage, assess) • Electro-optic/infrared sensors • Electromagnetic warfare (EW) • High-frequency (HF) communications and sensing • High voltage electric power systems and architecture • Human behavior modeling • Human-machine symbiosis • Industrial engineering • Integration and reliability technologies • Interoperability • Logistics • Modeling and simulation • Microwave and millimeter wave communications and sensing • Novel kinetic effects • Non-kinetic effects (EW, DE, cyber) • Optical technologies • Photonics • Radio technologies (especially software-defined and novel waveforms and processing) • Radar and adaptive arrays • Resilient systems • Robotics • Seekers and other expendable sensors and processing • Sensors and analytics • Signal processing • Space sensors, communications, autonomy, and architectures (especially supporting proliferated low earth orbit constellations) • Strategy analysis technology • Supply chain analytics • System of systems • Undersea and seabed technology • Tactics development technology • Testing and data collection • Very low earth orbit (VLEO) technology • Very low frequency (VLF) technology"," The Defense Advanced Research Projects Agency (DARPA) anticipates funding a limited number of proposals . Proposed research should investigate innovative approaches that enable revolutionary advances in science, devices, or systems . Proposals received as a result of this Innovation Solutions Opening will be evaluated by the Government"
dba81310491d4855be89e41ef3c6cf1a,Screening Obscuration Module (SOM) Multispectral,W911SR-26-R-SOMB,DEPT OF DEFENSE,21.0,DEPT OF THE ARMY,2100,W6QK ACC-APG,W911SR,2025-12-17 14:11:27.368-05,Sources Sought,Sources Sought,auto15,NONE,No Set aside used,2026-03-31T17:00:00-04:00,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/dba81310491d4855be89e41ef3c6cf1a/view,Please see attachment for details.,Please see attachment for details.
15cf1d44954d406ca6522ddc28fe6073,AMIP CSO,AMIP-CSO,DEPT OF DEFENSE,21.0,DEPT OF THE ARMY,2100,W6QK ACC-RI,W519TC,2025-12-16 10:46:21.355-05,Solicitation,Solicitation,autocustom,,,2026-12-16T12:00:00-06:00,332993.0,AC12,Yes,https://sam.gov/workspace/contract/opp/15cf1d44954d406ca6522ddc28fe6073/view,"Through this CSO, the Army aims to identify and adopt innovative commercial solutions that accelerate the integration of advanced manufacturing technologies, enable secure and connected digital environments, and promote sustainable practices. The goal is to create a more agile, resilient, and technologically advanced industrial base that meets current and future operational demands while ensuring compliance with DoD standards for cybersecurity, sustainability, and readiness."," The Army aims to identify and adopt innovative commercial solutions that accelerate the integration of advanced manufacturing technologies . The goal is to create a more agile, resilient, and technologically advanced industrial base that meets current and future operational demands ."
5e53b962562745ab9e999172565f6137,Applications for Cyber Warfare: Genesis,FA8750-25-S-7006,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8750  AFRL RIK,FA8750,2025-12-12 11:34:33.734-05,Presolicitation,Presolicitation,auto15,NONE,No Set aside used,2030-09-29T18:00:00-04:00,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/5e53b962562745ab9e999172565f6137/view,"NAICS CODE: 541715 FEDERAL AGENCY NAME: Department of the Air Force, Air Force Materiel Command, AFRL - Rome Research Site, AFRL/Information Directorate, 26 Electronic Parkway, Rome, NY, 13441-4514 ARA ANNOUNCEMENT TYPE: Initial announcement ADVANCED RESEARCH ANNOUNCEMENT (ARA) TITLE: Applications for Cyber Warfare: Genesis ARA NUMBER: FA8750-25-S-7006 PART I – OVERVIEW INFORMATION This announcement is for an Open, two step ARA which is open and effective until 6:00PM EST on 30 SEP 2030. Only white papers will be accepted as initial submissions; formal proposals will be accepted by invitation only. While white papers will be considered if received prior to 6:00pm Eastern Standard Time (EST) on 30 SEP 2030, the following submission dates are suggested to best align with projected funding: FY26 by 30 Dec 2025 FY27 by 30 Sep 2026 FY28 by 30 Sep 2027 FY29 by 30 Sep 2028 FY30 by 30 Sep 2029 Offerors should monitor the Contract Opportunities on the SAM website at https://SAM.gov in the event this announcement is amended. CONCISE SUMMARY OF TECHNOLOGY REQUIREMENT: Seeking to develop cyber operations prototypes for transition into operational DoD platforms to facilitate superiority in the Cyber Domain. ARA ESTIMATED FUNDING: Total funding for this ARA is approximately $999M. Individual awards will not normally exceed sixty (60) months with dollar amounts normally ranging from $10M to $50M. There is also the potential to make awards up to $99.99M. ANTICIPATED INDIVIDUAL AWARDS: Multiple Awards are anticipated. However, the Air Force reserves the right to award zero, one, or more Procurement Contracts/Other Transactions, for all, some, or none of the solicited effort based on the offeror’s ability to perform desired work and funding fluctuations. There is no limit on the number of OTs that may be awarded to an individual offeror. TYPE OF INSTRUMENTS THAT MAY BE AWARDED: FAR based procurement contracts or other transactions (OT) under 10 USC 4021, 10 USC 4022 and 10 USC 4023 (previously 10 USC 4002, 2371, 10 USC 4003, 2371b and 4004, 2373) In the event that an Other Transaction for Prototype agreement is awarded as a result of this competitive ARA, and the prototype project is successfully completed, there is the potential for a prototype project to transition to award of a follow-on production contract or transaction. The Other Transaction for Prototype agreement itself will also contain a similar notice of a potential follow-on production contract or agreement. AGENCY CONTACT INFORMATION: All white paper submissions and any questions of a technical nature shall be directed to the cognizant Technical Point of Contact (TPOC) as specified below (unless otherwise specified in the technical area): ARA PROGRAM MANAGER: Thomas Parisi AFRL/RIGA 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315) 330-2282 Email: afrl.ri.firehawk@us.af.mil Questions of a contractual/business nature shall be directed to the cognizant contracting officer, as specified below (email requests are preferred): Amber Buckley Telephone (315) 330-3605 Email: Amber.Buckley@us.af.mil Emails must reference the solicitation ARA number and title of the acquisition. Pre-Proposal Communication between Prospective Offerors and Government Representatives: Dialogue between prospective offerors and Government representatives is encouraged. Technical and contracting questions can be resolved in writing or through open discussions. Discussions with any of the points of contact shall not constitute a commitment by the Government to subsequently fund or award any proposed effort. Only Contracting Officers are legally authorized to commit the Government. Offerors are cautioned that evaluation ratings may be lowered and/or proposal rejected if proposal preparation (Proposal format, content, etc.) and/or submittal instructions are not followed. SEE ATTACHMENT FOR FULL ANNOUNCEMENT DETAILS. AMENDMENT 1 TO ARA FA8750-25-S-7006 The purpose of this modification is to update the ARA email address throughout: Part I Overview Information, and Part II, Section VII Agency Contacts are updated as follows: ARA PROGRAM MANAGER: Thomas Parisi AFRL/RIGA 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315) 330-2282 Email: AFRL.RI.HELLFIRE@us.af.mil No other changes are made. SEE ATTACHMENT FOR DETAILS. Amendment No. 2 to ARA FA8750-25-S-7006 The purpose of this amendment is to: Part II, FULL TEXT ANNOUNCEMENT, updates the language regarding Federal Acquisition Supply Chain Security Act (FASCSA) Orders; FULL TEXT ANNOUNCEMENT: Federal Acquisition Supply Chain Security Act (FASCSA) Orders: Depending on the date of issuance of this solicitation, FASCSA order(s) may be applicable. Therefore, the Offeror shall search for the phrase “FASCSA order” in the System for Award Management (SAM) (https://www.sam.gov) for any covered article, or any products or services produced or provided by a source, if there is an applicable Federal Acquisition Supply Chain Security Act Orders prohibition. This requirement only applies to FAR based awards. No other changes are made."," This announcement is for an Open, two step ARA which is open and effective until 6:00PM EST on 30 SEP 2030 . Total funding for this ARA is approximately $999M . Individual awards will not normally exceed sixty (60) months with dollar amounts ranging from $"
9d1cb9f6613a48b38a89c5af8e8ddebd,Advanced Cyber Effects for Strategic Operations (ACESO),FA8750-25-S-7005,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8750  AFRL RIK,FA8750,2025-12-12 11:33:54.334-05,Presolicitation,Presolicitation,autocustom,,,,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/9d1cb9f6613a48b38a89c5af8e8ddebd/view,"NAICS CODE: 541715 FEDERAL AGENCY NAME: Department of the Air Force, Air Force Materiel Command, AFRL - Rome Research Site, AFRL/Information Directorate, 26 Electronic Parkway, Rome, NY, 13441-4514 ARA ANNOUNCEMENT TYPE: Initial announcement ADVANCED RESEARCH ANNOUNCEMENT (ARA) TITLE: Advanced Cyber Effects for Strategic Operations (ACESO) ARA NUMBER: FA8750-25-S-7005 PART I – OVERVIEW INFORMATION This announcement is for an Open, 2 Step ARA which is open and effective until 6:00PM EST on 10 JUL 2030. Only white papers will be accepted as initial submissions; formal proposals will be accepted by invitation only. While white papers will be considered if received prior to 6:00pm Eastern Standard Time (EST) on 10 JUL 2030, the following submission dates are suggested to best align with projected funding: FY26 by 30 Dec 2025 FY27 by 30 Sep 2026 FY28 by 30 Sep 2027 FY29 by 30 Sep 2028 FY30 by 30 Sep 2029 Offerors should monitor the Contract Opportunities on the SAM website at https://SAM.gov in the event this announcement is amended. CONCISE SUMMARY OF TECHNOLOGY REQUIREMENT: Seeking to develop cyber operations prototypes for transition into operational DoD platforms to facilitate superiority in the Cyber Domain. ARA ESTIMATED FUNDING: Total funding for this ARA is approximately $950M. Individual awards will not normally exceed sixty (60) months with dollar amounts normally ranging from $10M to $50M. There is also the potential to make awards up to $99.98M. ANTICIPATED INDIVIDUAL AWARDS: Multiple Awards are anticipated. However, the Air Force reserves the right to award zero, one, or more Procurement Contracts or Other Transactions, for all, some, or none of the solicited effort based on the offeror’s ability to perform desired work and funding fluctuations. There is no limit on the number of OTs that may be awarded to an individual offeror. TYPE OF INSTRUMENTS THAT MAY BE AWARDED: FAR based procurement contracts or other transactions (OT) under 10 USC 4021, 10 USC 4022 and 10 USC 4023 (previously 10 USC 4002, 2371, 10 USC 4003, 2371b and 4004, 2373) In the event that an Other Transaction for Prototype agreement is awarded as a result of this competitive ARA, and the prototype project is successfully completed, there is the potential for a prototype project to transition to award of a follow-on production contract or transaction. The Other Transaction for Prototype agreement itself will also contain a similar notice of a potential follow-on production contract or agreement. AGENCY CONTACT INFORMATION: All white paper submissions and any questions of a technical nature shall be directed to the cognizant Technical Point of Contact (TPOC) as specified below (unless otherwise specified in the technical area): ARA PROGRAM MANAGER: Tanya Macrina AFRL/RIGA 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315) 330-2282 Email: afrl.riga.firehawk@us.af.mil Questions of a contractual/business nature shall be directed to the cognizant contracting officer, as specified below (email requests are preferred): Amber Buckley Telephone (315) 330-3605 Email: Amber.Buckley@us.af.mil Emails must reference the solicitation ARA number and title of the acquisition. Pre-Proposal Communication between Prospective Offerors and Government Representatives: Dialogue between prospective offerors and Government representatives is encouraged. Technical and contracting questions can be resolved in writing or through open discussions. Discussions with any of the points of contact shall not constitute a commitment by the Government to subsequently fund or award any proposed effort. Only Contracting Officers are legally authorized to commit the Government. Offerors are cautioned that evaluation ratings may be lowered and/or proposal rejected if proposal preparation (Proposal format, content, etc.) and/or submittal instructions are not followed. SEE ATTACHMENT FOR FULL ANNOUNCEMENT DETAILS. AMENDMENT 1 TO ARA FA8750-25-S-7005 The purpose of this modification is to update the ARA email address throughout: Part I Overview Information, and Part II, Section VII Agency Contacts are updated as follows: ARA PROGRAM MANAGER: Tanya Macrina AFRL/RIGA 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315) 330-2282 Email: AFRL.RI.Firehawk@us.af.mil No other changes are made. AMENDMENT 2 TO ARA FA8750-25-S-7005 The purpose of this modification is to update the ARA email address throughout: Part I Overview Information, and Part II, Section VII Agency Contacts are updated as follows: ARA PROGRAM MANAGER: Tanya Macrina AFRL/RIGA 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315) 330-2282 Email: AFRL.RI.ACESO@us.af.mil No other changes are made. Amendment No. 3 to ARA FA8750-25-S-7005 The purpose of this amendment is to: Part II, FULL TEXT ANNOUNCEMENT, updates the language regarding Federal Acquisition Supply Chain Security Act (FASCSA) Orders; FULL TEXT ANNOUNCEMENT: Federal Acquisition Supply Chain Security Act (FASCSA) Orders: Depending on the date of issuance of this solicitation, FASCSA order(s) may be applicable. Therefore, the Offeror shall search for the phrase “FASCSA order” in the System for Award Management (SAM) (https://www.sam.gov) for any covered article, or any products or services produced or provided by a source, if there is an applicable Federal Acquisition Supply Chain Security Act Orders prohibition. This requirement only applies to FAR based awards. No other changes are made."," This announcement is for an Open, 2 Step ARA which is open and effective until 6:00PM EST on 10 JUL 2030 . Total funding for this ARA is approximately $950M. Individual awards will not normally exceed sixty (60) months with dollar amounts normally ranging from $"
4a9fd586f9e04d798f16bd9d511dec91,Targeting Operations and Analytics Development,FA875025S7002,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8750  AFRL RIK,FA8750,2025-12-12 11:32:25.572-05,Presolicitation,Presolicitation,autocustom,,,,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/4a9fd586f9e04d798f16bd9d511dec91/view,"NAICS CODE: 541715 FEDERAL AGENCY NAME: Department of the Air Force, Air Force Materiel Command, AFRL - Rome Research Site, AFRL/Information Directorate, 26 Electronic Parkway, Rome, NY, 13441-4514 BAA ANNOUNCEMENT TYPE: Initial announcement BROAD AGENCY ANNOUNCEMENT (BAA) TITLE: Targeting Operations and Analytics Development BAA: FA8750-25-S-7002 PART I – OVERVIEW INFORMATION This announcement is for an Open, 2 Step BAA which is open and effective until 30 September 2029. Only white papers will be accepted as initial submissions; formal proposals will be accepted by invitation only. While white papers will be considered if received prior to 1600 Eastern Standard Time (EST) on 30 SEP 2029, the following submission dates are suggested to best align with projected funding: FY25 by 20 MAR 2025 FY26 by 01 NOV 2025 FY27 by 01 NOV 2026 FY28 by 01 NOV 2027 FY29 by 01 NOV 2028 Offerors should monitor the Contract Opportunities on the SAM website at https://SAM.gov in the event this announcement is amended. CONCISE SUMMARY OF TECHNOLOGY REQUIREMENT: Seeking innovative research to develop, test, evaluate, and integrate technologies to improve the joint targeting cycle: shorten the killchain, improve operational awareness, provide information and connectivity assurance during execution, and enable battle damage assessment. BAA ESTIMATED FUNDING: Total funding for this BAA is approximately $499M. Individual awards will not normally exceed thirty-six (36) months with dollar amounts normally ranging from $1M to $25M. There is also the potential to make awards up to $99.9M. ANTICIPATED INDIVIDUAL AWARDS: Multiple Awards are anticipated. However, the Air Force reserves the right to award zero, one, or more Procurement Contracts or Other Transactions (assistance instruments), for all, some, or none of the solicited effort based on the offeror’s ability to perform desired work and funding fluctuations. There is no limit on the number of OTs that may be awarded to an individual offeror. TYPE OF INSTRUMENTS THAT MAY BE AWARDED: FAR based Procurement contracts, CFR based grants and cooperative agreements or other transactions (OT) under 10 USC 4021, 10 USC 4022 ( previously 10 USC 4002, 2371, 10 USC 4003, 2371b) depending upon the nature of the work proposed. 10 USC 4023 also allows for FAR based contracts, OTs for research, OTs for Prototype, and assistance instruments. In the event that an Other Transaction for Prototype agreement is awarded as a result of this competitive BAA, and the prototype project is successfully completed, there is the potential for a prototype project to transition to award of a follow-on production contract or transaction. The Other Transaction for Prototype agreement itself will also contain a similar notice of a potential follow-on production contract or agreement. AGENCY CONTACT INFORMATION: All white paper submissions and any questions of a technical nature shall be directed to the cognizant Technical Point of Contact (TPOC) as specified below (unless otherwise specified in the technical area): BAA PROGRAM MANAGER: Ariana Emad AFRL/RIED 525 Brooks Rd Rome, NY 13441-4505 Telephone: (315)330-2649 Email: ariana.emad@us.af.mil Questions of a contractual/business nature shall be directed to the cognizant contracting officer, as specified below (email requests are preferred): Amber Buckley Email: Amber.Buckley@us.af.mil Emails must reference the solicitation BAA number and title of the acquisition. Pre-Proposal Communication between Prospective Offerors and Government Representatives: Dialogue between prospective offerors and Government representatives is encouraged. Technical and contracting questions can be resolved in writing or through open discussions. Discussions with any of the points of contact shall not constitute a commitment by the Government to subsequently fund or award any proposed effort. Only Contracting Officers are legally authorized to commit the Government. Offerors are cautioned that evaluation ratings may be lowered and/or proposal rejected if proposal preparation (Proposal format, content, etc.) and/or submittal instructions are not followed. PLEASE SEE ATTACHMENT FOR FULL ANNOUNCEMENT DETAILS Amendment No. 1 to BAA FA8750-25-S-7002 The purpose of this amendment is to: Part II, Section VI, adds paragraph 12 as follows; 12. 15% INDIRECT COST CAP ON ASSISTANCE AWARDS TO INSTITUTIONS OF HIGHER EDUCATION: The policies of the OUSD(R&E) memo, “Implementation of a 15% Indirect Cost Cap on Assistance Awards to Institutions of Higher Education” dated 12 June 2025, will be applicable for the entirety of the award if there is a court decision permitting application of the policies. No other changes are made. Amendment No. 2 to BAA FA8750-25-S-7002 The purpose of this amendment is to: Part II, FULL TEXT ANNOUNCEMENT, updates the language regarding Federal Acquisition Supply Chain Security Act (FASCSA) Orders; FULL TEXT ANNOUNCEMENT: Federal Acquisition Supply Chain Security Act (FASCSA) Orders: Depending on the date of issuance of this solicitation, FASCSA order(s) may be applicable. Therefore, the Offeror shall search for the phrase “FASCSA order” in the System for Award Management (SAM) (https://www.sam.gov) for any covered article, or any products or services produced or provided by a source, if there is an applicable Federal Acquisition Supply Chain Security Act Orders prohibition. This requirement only applies to FAR based awards. No other changes are made.", Targeting Operations and Analytics Development BAA is open and effective until 30 September 2029 . Only white papers will be accepted as initial submissions . Individual awards will not normally exceed thirty-six (36) months with dollar amounts normally ranging from $1M to $25M . Multiple awards
