NoticeId,Title,Sol#,Department/Ind.Agency,CGAC,Sub-Tier,FPDS Code,Office,AAC Code,PostedDate,Type,BaseType,ArchiveType,SetASideCode,SetASide,PostedDate,ResponseDeadLine,NaicsCode,ClassificationCode,Active,Link,Description,ResponseDeadLine_Converted,ai_summary_description
4cdfb2f6216b4cf8a1f721b84cba1751,In vitro Gastrointestinal Digestion and Fermentation Model System for Evaluating Military Rations,W911QY26RtnEval,DEPT OF DEFENSE,21.0,DEPT OF THE ARMY,2100,W6QK ACC-APG NATICK,W911QY,2026-05-20 12:31:17.861-04,Sources Sought,Sources Sought,auto15,NONE,No Set aside used,2026-05-20 12:31:17.861-04,2026-06-04T17:00:00-04:00,541380.0,AJ12,Yes,https://sam.gov/workspace/contract/opp/4cdfb2f6216b4cf8a1f721b84cba1751/view,"SYNOPSIS: This Sources Sought Announcement is to assist the US Army Combat Capabilities Development Command - Soldier Center (DEVCOM-SC) to identify potential sources to provide a standardized, in vitro digestion method for Meal, Ready-to-Eat rations, followed by batch fermentation of digestates, and characterization of the microbial community in response to the different ration types. The Government requests responders submit a Broad Agency Announcement (BAA preproposal as outlined in DEVCOM-SC BAA W911QY-25-R-0023 located at: https://sam.gov/opp/a5ec94e2baee40df9951f864a8665e71/view Please refer to Section VI - Scientific and Technical Areas of Interest, A. Combat Ration Research and Development. Submit the BAA preproposal to: gregory.j.weber19.civ@army.mil and jean.m.trumpis.civ@army.mil by 4 June 2026, 5 PM EDT. Objective: DEVCOM-SC is seeking information on technologies or capabilities to provide a highly specific in vitro digestion method that simulates the physiochemical processes of human gastric digestion with subsequent batch fermentations on digestates using relevant gut microbial communities. Further, additional characterization of microbial communities, utilizing targeted or genomic methods, is desired. DEVCOM-SC scientists will provide different types of military ration components to be used as the initial input for the digestions, fermentations. Background: The U.S. Armed Services Meal, Ready-to-Eat™ (MRETM) food ration is comprised of commercially sterile, ready-to-eat foods that are required to be shelf-stable for at least three years. Meeting those requirements while maintaining a nutritious and safe product requires the use of various food processing techniques including high-heat thermal processing known as retort. While the retort process ensures sterility and long-term shelf-stability, high-heat thermal processing and long-term storage can both decrease protein digestibility. As undigested peptides and amino acids are metabolized by the gut microbiota, these bioaccessibility and bioactivity may also provide insight into factors underpinning changes in gut microbiota composition. Requirements: The purpose of this announcement is to request preproposals on technologies or capabilities providing an integrated approach to simulate the gastrointestinal tract with a focus on the gastric phase and subsequent downstream fermentation processes. Respondents should demonstrate capability to address one or more of the following requirement areas: 1) physiologically relevant in vitro digestion methodology capable of accommodating various processed military rations, 2) bioreactor system or comparable technology capable of conducting batch fermentations on digestates on a scale that allows for delivery of fermentates back to Soldier Center scientists for additional analyses, and 3) characterization of microbial community changes due to different ration products being evaluated by performer. Interested parties are invited to submit a response to this Sources Sought Announcement. THIS IS A SOURCES SOUGHT ANNOUNCEMENT ONLY. This Sources Sought Announcement is issued solely for information and planning purposes and to identify interested sources. THIS IS NOT A SOLICITATION. No contract will be awarded from this announcement. This Sources Sought does not constitute a Request for Proposal (RFP) or a promise to issue an RFP in the future. It is subject to change and is not binding on the Government. Further, unsolicited proposals will not be accepted. Funding is not available at this time. The United States Army has not made a commitment to procure any of the items/services discussed, and release of this Sources Sought Announcement should not be construed as such a commitment or as authorization to incur cost for which reimbursement would be required or sought. Response to this Sources Sought Announcement is voluntary and no reimbursement will be made for any costs associated with providing information in response to this and any follow-on information requests. All submissions become Government property and will not be returned. Not responding to this Sources Sought Announcement does not preclude participation in any future RFP if any is issued. If a solicitation is released, it will be synopsized on the SAM.gov website. It is the responsibility of the potential responders to monitor this site for additional information pertaining to this subject. RESPONSES: Interested parties may identify their interest and capability by sending BAA preproposals regarding this requirement to DEVCOM-SC via e-mail ONLY to gregory.j.weber19.civ@army.mil and jean.m.trumpis.civ@army.mil by 4 June 2026, 5 PM EDT. The U.S. Government will not pay for any information or administrative cost incurred in response to this Notice. All costs associated with responding to this Notice will be solely at the expense of the interested party. Please provide business size (indicate your socioeconomic status), applicable NAICS code, and CAGE code. QUESTIONS: Any questions for clarification may be emailed to gregory.j.weber19.civ@army.mil and jean.m.trumpis.civ@army.mil no later than 2 June 2026, 5 PM EDT. Verbal questions will NOT be accepted. Questions shall NOT contain proprietary or classified information. An unattributed list of questions and answers will be published at the same web location of this Sources Sought Announcement.",2026-06-04 21:00:00+00:00," Sources Sought Announcement is to assist the US Army Combat Capabilities Development Command - Soldier Center (DEVCOM-SC) to identify potential sources to provide a standardized, in vitro digestion method for Meal, Ready-to-Eat rations, followed by batch fermentation of digestates, and characterization of the microbial community in response to the"
f5c6440e97ad45b09e2619b1b5519ac8,Area-Multiplied Photonic-crystal Enhanced Devices (AMPED),DARPA-PS-26-119,DEPT OF DEFENSE,97.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),97AE,DEF ADVANCED RESEARCH PROJECTS AGCY,HR0011,2026-05-20 11:27:28.611-04,Solicitation,Solicitation,autocustom,,,2026-05-20 11:27:28.611-04,2026-07-09T13:00:00,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/f5c6440e97ad45b09e2619b1b5519ac8/view,"The Defense Advanced Research Projects Agency (DARPA) is soliciting innovative research proposals for the Area-Multiplied Photonic-crystal Enhanced Devices (AMPED) program. The goal of AMPED is to demonstrate single-mode, diffraction-limited, continuous-wave (CW), highly efficient laser devices capable of unprecedented output power in a chip-scale form factor. This represents orders-of-magnitude improvement over the current state of the art in single-mode photonic-crystal surface-emitting laser (PCSEL) devices. This solicitation includes a controlled unclassified information (CUI) Addendum that contains key technical details relevant to the program goals and objectives. Please see Attachment A of this PS for instructions on how to request the CUI Addendum.",2026-07-09 13:00:00+00:00," The Defense Advanced Research Projects Agency is soliciting innovative research proposals for the Area-Multiplied Photonic-crystal Enhanced Devices (AMPED) program . The goal of AMPED is to demonstrate single-mode, diffraction-limited, continuous-wave (CW) laser devices capable of unprecedented output power in a chip-"
cb3e4a78c69c4853a1f95a45d4d041e7,Ground Based Radar Digitization (GBRD),FA872325RB003-1,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8723  AFLCMC HBQK C BM,FA8723,2026-05-20 09:59:10.212-04,Solicitation,Solicitation,auto15,,,2026-05-20 09:59:10.212-04,2026-05-29T14:00:00-04:00,541715.0,AC12,Yes,https://sam.gov/workspace/contract/opp/cb3e4a78c69c4853a1f95a45d4d041e7/view,"1. PURPOSE The purpose of this announcement is to notify potential offerors that the U.S. Space Force (USSF) Space Systems Command (SSC) Portfolio Acquisition Executive (PAE) for Battle Management, Command, Control, Communication, and Space Intelligence (BMC3I) is releasing a Request for Prototype Proposal (RPP) FA872325RB003 for Ground Based Radar Digitization (GBRD). SSC/BMC3I will be looking for full solutions only and anticipates award(s) in June 2026. This action is expected to result in multiple fixed price Other Transaction Agreements in accordance with 10 U.S.C. 4022. This courtesy Notice of Contract Action shall not be construed as an obligation on the part of the Government and does not commit the Government to making any awards. 2. OPPORTUNITY OVERVIEW The GBRD program is a critical modernization effort, executed jointly with the Missile Defense Agency (MDA), to upgrade eight globally positioned ground-based radars, including five UEWRs, PARCS, COBRA DANE, and the Eglin Site C-6 Radar. The primary GBRD objective is improving Space Domain Awareness (SDA) capabilities while improving mission effectiveness for Missile Warning/Missile Tracking (MW/MT) and Missile Defense (MD) by instituting a government-owned, modular open systems architecture. These aging systems face critical obsolescence and sustainment challenges and require a comprehensive technological upgrade to meet evolving threats. GBRD will modernize the entirety of these radar systems, from the antenna front-end to the back-end data processors and communication systems. Leveraging the Middle Tier of Acquisition (MTA) Rapid Prototyping pathway, in accordance with DoDI 5000.80, the GBRD program will develop and demonstrate a new, common digital baseline on an initial subset of four radar sites before proceeding to rapid fielding for the remainder. This strategy enables agile development, risk reduction, and rapid deployment of modernized capabilities. GBRD is an integrated acquisition enterprise founded on a unique ""compete and collaborate"" model. The Government will award OTAs to multiple Offerors who will compete on their individual designs while simultaneously collaborating on the development of a common, government-owned architectural baseline. All Offerors will operate within a single Authoritative Digital Ecosystem, with their models and designs being objectively assessed by an independent MBSE Validator. This enterprise structure is designed to drive commonality, de-risk development through continuous digital validation, and establish a resilient, multi-vendor industrial base for the nation's critical ground-based sensor network. By systematically integrating data-driven insight capabilities, GBRD aims to transform its vast data repositories into actionable intelligence, enable proactive responses to emerging threats and optimize resource allocations. This strategic adoption will ensure that the radars remain agile, resilient, and ahead of adversaries in a rapidly evolving space based operating environment. GBRD is an integrated acquisition enterprise comprised of competition and collaboration. One (1) or more (multiple expected) Offerors will execute the program in parallel to create and build to a common open architecture. All Offerors will operate within a single Authoritative Digital Ecosystem (ADE), managed by an independent Model Based System Engineering (MBSE) Validator, and will contribute to a Government-owned Common Architecture Baseline (CAB) governed by the Common Architecture Governance Board (CAGB). The purpose of this enterprise structure is to drive enterprise-wide commonality, de-risk development through continuous digital verification, and establish a resilient, multi-Offeror industrial base. 3. ACCESS TO SOLICITATION DOCUMENTS A Bidder's Library has been established and available upon request to eligible companies that are currently authorized to access unclassified export controlled technical data/critical technology on an equally favorable basis, in accordance with DoDI 5320.25. Companies must provide an approved DD Form 2345, Militarily Critical Technical Data Agreement, to demonstrate eligibility to receive access to the Bidders Library. Obtaining an approved DD Form 2345 is accomplished via the Defense Logistics Agency Joint Certification Program at https://www.dla.mil/Logistics-Operations/Services/JCP/. When requesting access, interested parties are to provide via email, to the POC provided within this solicitation, the following information: 3.1 Company Name, CAGE Code and UEI (must match DD2345) 3.2 Two points of contact for unclassified exchanges with Name, Title, Telephone Number and Email 3.3 Two points of contact for classified exchanges with Name, Title, Telephone Number and Email 3.4 Role (Prime, Subcontractor + identify prime, etc.) 3.5 Copy of approved DD2345 Eligible companies, including parent corporations and their subsidiaries will be limited to one Bidder's Library dropoff overall. Please allow 2 business days to process and verify access requests. REVISION (Dated May 7, 2026) As a result of industry's submitted questions, the Government is updating the solicition and Bidder's Library. The submission period for questions has ended. The proposal due date remains unchanged. Proposals are due May 29, 2026.",2026-05-29 18:00:00+00:00, Request for Prototype Proposal (RPP) FA872325RB003 for Ground Based Radar Digitization (GBRD) SSC/BMC3I will be looking for full solutions only and anticipates award(s) in June 2026 . GBRD is a critical modernization effort executed jointly with the Missile Defense Agency
e56cee1bad9f478cbad461dcacc890bd,Medicinal Chemistry Support Program for Therapeutic Development,HHSN271201800001I,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",75.0,NATIONAL INSTITUTES OF HEALTH,7529,NATIONAL INSTITUTES OF HEALTH NIDA,75N950,2026-05-20 08:30:16.034-04,Presolicitation,Presolicitation,auto15,NONE,No Set aside used,2026-05-20 08:30:16.034-04,2026-06-04T13:00:00-04:00,541715.0,AN12,Yes,https://sam.gov/workspace/contract/opp/e56cee1bad9f478cbad461dcacc890bd/view,"INTRODUCTION PURSUANT TO RFO 5.101 — PRESOLICITATION NOTICE, THIS IS A NOTICE OF A PROPOSED CONTRACT ACTION. THIS IS A NOTICE OF INTENT TO AWARD A SOLE SOURCE MODIFICATION UNDER CONTRACT NO. HHSN271201800001I WITH CURIA GLOBAL, INC. The National Institute on Neurological Disorders and Stroke (NINDS) and the NIH Blueprint Neurotherapeutics Network (BPN) at the National Institutes of Health (NIH) intends to modify the Single Award Indefinite Delivery, Indefinite Quantity (IDIQ) Contract No. HHSN271201800001I “Medicinal Chemistry Support Program for Therapeutic Development” to increase the Single Award IDIQ maximum by $30,145,159 from $39,500,000 to $69,645,159 during the ten (10) year ordering period from March 16, 2018 to March 15, 2028; there are no other changes. The increase to the IDIQ maximum will allow for the continuation of work begun under the Medicinal Chemistry Support Program for Therapeutic Development contract and prevent any delays or disruption of support services for scientific research working for the development of therapeutics essential for ongoing and upcoming pre-clinical and clinical trials while a new contract is properly planned and competed. The results of the efforts of this contract are the basis to advance preclinical candidate compounds for further development i.e., advanced PK and toxicological evaluation in preparation of IND filings. The ultimate goal of the NIH programs served by this contract and of individual projects is to bring new drugs to market. The increase in the IDIQ maximum will, therefore, allow for the continuation of work initiated under this contract. NORTH AMERICAN INDUSTRY CLASSIFICATION SYSTEM (NAICS) CODE The intended procurement is classified under NAICS code 541715 with a small business size standard of 1,000 employees REGULATORY AUTHORITY The resultant modification will include all applicable provisions and clauses of the Revolutionary FAR Overhaul (RFO) Initiative, in accordance with Executive Order 14275 and OMB Memorandum M-25-26. STATUTORY AUTHORITY This modification is conducted under the authority of 41 U.S.C. 3304(a)(1) and in accordance with RFO 6.103-1 Only one responsible source and no other supplies or services will satisfy agency requirements.. DESCRIPTION Background Since 2011, The National Institute on Neurological Disorders and Stroke (NINDS) and the NIH Blueprint Neurotherapeutics Network (BPN) https://www.ninds.nih.gov/current-research/trans-agency-activities/nih-blueprint-neuroscience-research/bpn-small-molecules has established a virtual pharma network of contract service providers and consultants with extensive industry experience to enable small molecule, peptide and biologic therapeutics discovery and development in the NIH community. The contract is primary objective is for the development of therapeutics within the mission of NINDS, BPN and other NIH Institutes. This full-service facility and staff supports a range of medicinal chemistry services including SAR analysis and design, synthesis, in vitro ADMET, computational chemistry/Computer Aided Drug Discovery (CADD) and compound logistics of storage and shipping. The Network, similar NINDS and NIH programs offer researchers access to a range of industry-standard services and expertise including full service medicinal chemistry services, Pharmacokinetics/toxicology, drug manufacturing and formulation and Phase I clinical testing. The term neurotherapeutics includes therapies targeted to indications due to disorders of the central and/or peripheral nervous system, and shall include novel agents developed by the National Institutes of Health (NIH) and its grantees (henceforth known as the “Contributor(s)”) and provided to the NINDS for collaborative development as well as investigational agents supported through the NINDS including the Blueprint Neurotherapeutics Network (BPN) and other Institutes or Centers (ICs). Although the NINDS focus is on neurotherapeutics, it is envisioned the other ICs may on occasion access this contract for small molecule therapeutics other than neurotherapeutics. The data generated from this contract will be used by NINDS, contributors or sponsored investigators in support of IND directed preclinical activities. The results of the efforts of this contract will be the basis to advance preclinical candidate compounds for further development i.e., advanced PK and toxicological evaluation in preparation of IND filings. Goals and Objectives The scope of this contract is for medicinal chemistry services including project management and reporting, compound logistics, synthesis, computational chemistry and in vitro ADMET studies in support of preclinical drug discovery efforts supported by NIH, NINOS and its contributors. The work may include any individual service or combinations of services described (e.g. Synthesis, CADD, ADMET individually or in combination). The Contractor must have the capacity to continue its work on existing and ongoing projects simultaneously in the three chemistry stages as outlined below (exploratory, hit-to-lead, lead optimization). The Contractor must also be able to rapidly scale up or down the number of staff dedicated to the contract, depending on the number of projects underway at any given time. The contract includes two performance areas: Performance Area 1: Tech Transfer, Storage Handling and Distribution, Access Training and IT Security Relevant to Existing Compound Repository. Under this Performance Area, the Contractor shall perform all activities related to the overall administration and implementation of the medicinal chemistry support services including but not limited to the setup for project management, overall contract management, technical preparedness and support, communications and submission of deliverables under the contract and the ongoing delivery of project reports and compound management logistics. Performance Area 2: Medicinal Chemistry Support. Under this Performance Area 2, independently and not as an agent of the Government, the Contractor shall furnish all the necessary services, qualified personnel, material, equipment, and facilities, not otherwise provided by the Government as needed for Medicinal Chemistry Planning, Synthesis, Isolation, Characterization which may include: Project planning Project management Design, procurement, and milligram-scale synthesis of chemical analogs Multi-gram and scale-up synthesis for testing in animal models In vitro ADME and toxicology testing for lead optimization Compound registration and data entry Communication (teleconferences, minutes, written updates) Period of Performance The IDIQ contract proposed for modification has an ordering period of March 16, 2018 to March 15, 2028 which remains unchanged. CLOSING STATEMENT This synopsis is not a request for competitive proposals and the Government is not committed to award a contract pursuant to this announcement. However, interested parties may respond by identifying their interest, submitting capability statements, and or submitting objections to the proposed contract modification. The Government will consider responses; however, a determination by the Government to proceed with the proposed contract modification is solely within the discretion of the Government. Any potential offeror must have an active registration in the System for Award Management (SAM) www.sam.gov. In addition, the Unique Entity Identifier (UEI), the Taxpayer Identification Number (TIN), and the certification of business size must be included in the response. A determination by the Government not to compete this proposed modification based upon responses to this notice is solely within the discretion of the Government. The information received will normally be considered solely for the purposes of determining whether to proceed on a non-competitive basis or to conduct a competitive procurement. Based upon market research, the Government is not using the policies contained in Part 12, Acquisition of Commercial Items, in its solicitation for the described supplies or services. However, interested persons may identify to the Contracting Officer their interest and capability to satisfy the Government's requirement with a commercial item within 15 days of this notice. All responses must be received by 1:00 p.m. Eastern Daylight Time, Thursday, June 4, 2026, and reference notice number HHSN271201800001I. Responses must be submitted electronically to Shaun Rostad, Contract Specialist, at shaun.rostad@nih.gov. Fax responses will not be accepted. Contracting Office Address: National Institutes of Health Office of Acquisitions and Logistics Management (OALM) 6701 Rockledge Dr, RK2 RM 409-K Bethesda, MD 20817-7786 All responsible sources may submit a capability statement which shall be considered by the agency.",2026-06-04 17:00:00+00:00," The National Institute on Neurological Disorders and Stroke (NINDS) and the NIH Blueprint Neurotherapeutics Network (BPN) at the National Institutes of Health (NIH) intends to modify the . Single Award IDIQ maximum by $30,145,159 from $39,500,000 to $69,645"
34e52bf760494403a78cf944f9a34aba,Bordeaux Program Solicitation,DARPA-PS-26-20,DEPT OF DEFENSE,97.0,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),97AE,DEF ADVANCED RESEARCH PROJECTS AGCY,HR0011,2026-05-19 16:47:28.653-04,Solicitation,Solicitation,autocustom,,,2026-05-19 16:47:28.653-04,2026-06-12T13:00:00,541715.0,AC13,Yes,https://sam.gov/workspace/contract/opp/34e52bf760494403a78cf944f9a34aba/view,"Bordeaux will research cyber security performance in artificial intelligence (AI). Bordeaux is a 36-month program organized into two phases. Security Startup Period is 3 months, Phase 1 is 18 months (Base), and Phase 2 (Option) is 18 months. This PS is soliciting proposals for both phases. Additionally, this PS is requesting proposers submit an estimate for a 12 month Transition Phase. The Transition Phase is not being solicited by this PS and only serves as a rough estimate in case the need for a Transition Phase arises at the end of the program. Multiple awards are anticipated.",2026-06-12 13:00:00+00:00, Bordeaux is a 36-month program organized into two phases . Phase 1 is 18 months (Base) and Phase 2 (Option) Phase 2 will be 18 months . Multiple awards are anticipated .
9b0d79ea7ffd4152a6372b139306f704,Mooring deployment on the North Slope of Alaska for FORTE Investigation,80NSSC26932991Q,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,NASA SHARED SERVICES CENTER,80NSSC,2026-05-19 16:45:31.428-04,Solicitation,Solicitation,auto15,8AN,8(a) Sole Source,2026-05-19 16:45:31.428-04,2026-05-22T16:00:00-05:00,541360.0,AA12,Yes,https://sam.gov/workspace/contract/opp/9b0d79ea7ffd4152a6372b139306f704/view,"Synopsis: NASA/NSSC has a requirement for Mooring deployment on the North Slope of Alaska for FORTE Investigation. NASA/NSSC intends to issue a sole source contract to SOUTHERN CROSS, LLC under the authority of FAR 12.102(a). It has been determined that SOUTHERN CROSS, LLC is the sole provider of Mooring deployment on the North Slope of Alaska for FORTE Investigation. NASA/NSSC will be the procuring center for this effort. Performance will be located at NASA/ Ames Research Center (ARC). The Government intends to acquire Choose an item.Commercial items or services using the provisions, clauses and procedures prescribed in FAR Part 12 for Commercial The NAICS Code for this procurement is 541360. Interested organizations may submit their capabilities and qualifications to perform the effort in writing to the identified point of contact not later than 3:00 p.m. Central Standard Time on 5/22/2026. Such capabilities/qualifications will be evaluated solely for the purpose of determining whether or not to conduct this procurement on a competitive basis. A determination by the Government not to compete this proposed effort on a full and open competition basis, based upon responses to this notice, is solely within the discretion of the government. Oral communications are not acceptable in response to this notice. NASA FAR Supplement Clause 1852.215-84, Ombudsman, is applicable. The Center Ombudsman for this acquisition can be found at https://www.hq.nasa.gov/office/procurement/regs/Procurement-Ombuds-Comp-Advocate-Listing.pdf . Primary Point of Contact: McKenzie Hanson Procurement Specialist McKenzie.M.Hanson@nasa.gov",2026-05-22 21:00:00+00:00, NASA/NSSC has a requirement for Mooring deployment on the North Slope of Alaska for FORTE Investigation . Performance will be located at NASA/ Ames Research Center (ARC) The Government intends to acquire Choose an item .
69e9582d4829482e8b31bca8cd448973,Synopsis: Lunar Enabling Infrastructure Accelerator (LEIA) -Broad Agency Announcement (BAA) NextSTEP-3 Appendix A,80GRC026R0008,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,80.0,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,8000,NASA GLENN RESEARCH CENTER,80GRC0,2026-05-19 16:19:54.42-04,Presolicitation,Presolicitation,auto15,,,2026-05-19 16:19:54.42-04,2026-06-03T17:00:00-04:00,541715.0,AR12,Yes,https://sam.gov/workspace/contract/opp/69e9582d4829482e8b31bca8cd448973/view,"NASA/Glenn Research Center (GRC) plans to issue an Appendix under the Next Space Technologies for Exploration Partnership (NextSTEP-3) Broad Agency Announcement (BAA), titled Appendix A- Lunar Enabling Infrastructure Accelerator (LEIA) on behalf of the Space Technology Mission Directorate (STMD). NASA's STMD is responsible for accelerating the technological readiness of key systems and closing capability gaps critical to lunar surface and cislunar architecture. Paramount to this endeavor is a competitive and robust U.S. industrial base, which NASA relies upon as partners in the design, development, testing, and evaluation of innovative, industry-driven solutions to U.S. space priorities. Through the Appendix that NASA GRC plans to solicit, STMD seeks proposals from U.S. institutions to mature and demonstrate capabilities in the areas of vertical solar arrays, in situ resource utilization (ISRU) oxygen production systems, Stirling radioisotope generators, in-space manufacturing, and advanced nanomaterials production. These targeted technology areas require further risk reduction and ground demonstrations to advance competing solutions to Technology Readiness Levels (TRL) 5-6. The efforts supported under this solicitation advance the technology objectives of NASA’s Moon Base by demonstrating critical systems and accelerating the development of transformative capabilities essential to near-term mission success. Accordingly, NASA GRC is seeking capability statements from all interested parties, including all socioeconomic categories of Small Businesses and Historically Black Colleges and Universities (HBCU)/Minority Institutions (MI) for the purposes of determining the appropriate level of competition and/or small business subcontracting goals for LEIA. The Government reserves the right to consider a Small, 8(a), Women-owned (WOSB), Service-Disabled Veteran (SD-VOSB), Economically Disadvantaged Women-owned Small Business (EDWOSB) or HUBZone business set-aside based on responses received. Vendors having the capabilities necessary to meet or exceed the stated requirements are invited to submit appropriate documentation, literature, brochures, and references. The Government does not intend to acquire a commercial product or commercial service using FAR Part 12. The NAICS Code and Size Standard are 541715 and 1,000, respectively. The anticipated release date of the Draft BAA is on or about June 2026. The anticipated release date of the Final BAA is on or about August 2026 with an anticipated offer due date of on or about September 2026. These dates are tentative. NASA GRC also plans to hold an Industry Day; however, the date, time, and location for the Industry Day have not yet been determined. These details will be included in the Draft BAA, if released. NASA Clause 1852.215-84, Ombudsman, is applicable. The Center Ombudsman for this acquisition can be found at: https://www.hq.nasa.gov/office/procurement/regs/Procurement-Ombuds-Comp-Advocate-Listing.pdf When a solicitation is released, then it and any additional documents will be available on Sam.gov. No solicitation exists; therefore, do not request a copy of the solicitation. It is the offeror's responsibility to monitor this website for the release of the solicitation and amendments (if any). Potential offerors will be responsible for downloading their own copy of the solicitation and amendments (if any). Prospective offerors are encouraged to notify this office of their intent to submit an offer. All contractual and technical questions must be submitted electronically via email to Linda Nabors (linda.m.nabors@nasa.gov) & Ian Park (ian.park@nasa.gov) not later than June 3, 2026, at 5:00 PM EDT. Telephone questions will not be accepted.",2026-06-03 21:00:00+00:00, NASA/Glenn Research Center (GRC) plans to issue an Appendix under the Next Space Technologies for Exploration Partnership (NextSTEP-3) Broad Agency Announcement (BAA) NASA's STMD is responsible for accelerating the technological readiness of key systems and closing capability gaps critical to lunar surface and cislunar architecture .
8161c0bbe72c4c148a89a0747d617a6a,RFI - Mini-MUTES Transmitter Engineering and Obsolescence Study,FA8210-26-MMUTES,DEPT OF DEFENSE,57.0,DEPT OF THE AIR FORCE,5700,FA8210  AFLCMC WNRK HILL,FA8210,2026-05-19 16:08:15.327-04,Sources Sought,Sources Sought,auto15,NONE,No Set aside used,2026-05-19 16:08:15.327-04,2026-07-03T17:00:00-06:00,334511.0,AC31,Yes,https://sam.gov/workspace/contract/opp/8161c0bbe72c4c148a89a0747d617a6a/view,Miniature Multiple Threat System (Mini-MUTES) Transmitter Engineering and Obsolescence Study See attached RFI document for more information.,2026-07-03 23:00:00+00:00,Miniature Multiple Threat System (Mini-MUTES) Transmitter Engineering and Obsolescence Study See attached RFI document for more information.
2fa99dc981ad4d65a2a78c18023e2125,Announcement for Upcoming 2027 NSRP Panel Project Solicitation,NSRP-PP-27,DEPT OF DEFENSE,17.0,DEPT OF THE NAVY,1700,NAVSEA HQ,N00024,2026-05-19 15:45:40.366-04,Solicitation,Presolicitation,autocustom,NONE,No Set aside used,2026-05-19 15:45:40.366-04,2026-12-01T14:00:00-05:00,336611.0,AC31,Yes,https://sam.gov/workspace/contract/opp/2fa99dc981ad4d65a2a78c18023e2125/view,"The National Shipbuilding Research Program (NSRP) Executive Control Board (ECB), under the Joint Funding Agreement, N00024-18-3-2231, is issuing the NSRP Panel Project Solicitation 27. This is the only notification regarding this solicitation that will be posted on SAM.gov. The solicitation and any amendments thereto shall be posted on the NSRP website (www.nsrp.org). Potential Offerors are reminded that there are several requirements incorporated in NSRP Panel Projects that merit particular attention. Readers are strongly urged to review further details provided in the solicitation and the NSRP Panel Project Guides. ******The Original Dates Offers Due: Dec 01 2026 in SAM.gov is not correct. The actual dates for proposal submittal will be posted on the NSRP website.******",2026-12-01 19:00:00+00:00, The National Shipbuilding Research Program (NSRP) Executive Control Board (ECB) is issuing the NSRP Panel Project Solicitation 27 . This is the only notification regarding this solicitation that will be posted on SAM.gov .
d8082b815f734bb7a70bed0f9feb92c4,"REQUEST FOR INFORMATION - Next Generation Command and Control (NGC2) Software Application Storefront, Pipeline and Tailorable Warfighting Applications",C2APPSRFI-1,DEPT OF DEFENSE,21.0,DEPT OF THE ARMY,2100,W6QK ACC-APG,W15P7T,2026-05-19 15:45:26.727-04,Special Notice,Special Notice,auto15,NONE,No Set aside used,2026-05-19 15:45:26.727-04,2026-05-27T12:00:00-04:00,541511.0,AC13,Yes,https://sam.gov/workspace/contract/opp/d8082b815f734bb7a70bed0f9feb92c4/view,"UPDATE 2: 5/19/2026 - Please see attached file ""PM C2 Apps RFI QA"" UPDATE 1: 5/12/2026 - Please see attached files: ""PM C2 Apps Industry Day QA"" and ""Industry Day Recording Link"" Synopsis The following Request for Information (RFI) is to gain an understanding from Industry on the capabilities offered to support Project Manager for Command and Control Applications (PM C2 Apps) entire portfolio. The Government is considering an acquisition strategy that uses a ""teaming"" model to consolidate the PM C2 Apps portfolio under a singular lead, tasked with managing a unified development pipeline and application storefront. This approach mirrors the Next Generation Command and Control (NGC2) ""clean-slate"" methodology, which emphasizes Agile and Development, Security and Operations (DevSecOps) environments to rapidly deliver and iterate on mission-focused software. By partnering with a lead entity to integrate a mix of Government-Off-The-Shelf (GOTS), Commercial-Off-The-Shelf (COTS), and tactical solutions, the strategy aims to provide the Warfighter with a flexible, modular, and interoperable suite of applications that can be updated at the ""speed of relevance"". The Government is particularly interested in solutions offered by entities with direct control over the capability's development and innovation. Respondents should clearly describe whether they are the original capability provider or an intermediary (reseller/integrator), and demonstrate their ability to drive innovation, influence product roadmaps, and provide direct technical support. The government envisions mission success by establishing group collaboration among all industry partners for the overall success of the program to include the application development/oversight from various partners (GOTS/COTS/etc) through pipeline/DSO to the storefront for User Access. The government intends to conduct an industry day to provide an overview to further support and enhance market research. Understanding this is a new concept, the Government welcomes feedback on the feasibility of this approach from Industry as well as the specific questions detailed in later sections of this RFI. PLEASE SEE ATTACHED RFI DOCUMENT FOR ADDITIONAL DESCRIPTION AND RFI SECTIONS",2026-05-27 16:00:00+00:00," Request for Information (RFI) is to gain an understanding from Industry on capabilities offered to support Project Manager for Command and Control Applications (PM C2 Apps) entire portfolio . Government is considering an acquisition strategy that uses a ""teaming"" model to consolidate the PM C2 apps portfolio under a singular lead, tasked with managing a unified"
